,node_size,ordering_heuristic,evidence_size,evidence_type,iterations,time_taken
963,16,min_fill,4,25% Evidence,3,0.225388765335083
964,16,min_fill,4,25% Evidence,4,0.23827075958251953
965,16,min_fill,4,25% Evidence,5,0.24765324592590332
966,16,min_fill,4,25% Evidence,6,0.20722079277038574
967,16,min_fill,4,25% Evidence,7,0.20791268348693848
968,16,min_fill,4,25% Evidence,8,0.19808053970336914
969,16,min_fill,4,25% Evidence,9,0.1980903148651123
970,16,min_fill,8,50% Evidence,0,0.19453644752502441
971,16,min_fill,8,50% Evidence,1,0.19728708267211914
972,16,min_fill,8,50% Evidence,2,0.19786286354064941
973,16,min_fill,8,50% Evidence,3,0.1941547393798828
974,16,min_fill,8,50% Evidence,4,0.19577288627624512
975,16,min_fill,8,50% Evidence,5,0.1934218406677246
976,16,min_fill,8,50% Evidence,6,0.19911718368530273
977,16,min_fill,8,50% Evidence,7,0.2003796100616455
978,16,min_fill,8,50% Evidence,8,0.20951581001281738
979,16,min_fill,8,50% Evidence,9,0.20447468757629395
980,16,min_fill,12,75% Evidence,0,0.20556211471557617
981,16,min_fill,12,75% Evidence,1,0.20937466621398926
982,16,min_fill,12,75% Evidence,2,0.21085882186889648
983,16,min_fill,12,75% Evidence,3,0.21834826469421387
984,16,min_fill,12,75% Evidence,4,0.21494221687316895
985,16,min_fill,12,75% Evidence,5,0.21134042739868164
986,16,min_fill,12,75% Evidence,6,0.20461297035217285
987,16,min_fill,12,75% Evidence,7,0.20250248908996582
988,16,min_fill,12,75% Evidence,8,0.20168185234069824
989,16,min_fill,12,75% Evidence,9,0.20438909530639648
990,16,min_fill,15,Maximum Evidence,0,0.20310759544372559
991,16,min_fill,15,Maximum Evidence,1,0.2099018096923828
992,16,min_fill,15,Maximum Evidence,2,0.21114611625671387
993,16,min_fill,15,Maximum Evidence,3,0.21240592002868652
994,16,min_fill,15,Maximum Evidence,4,0.2038576602935791
995,16,min_fill,15,Maximum Evidence,5,0.20407748222351074
996,16,min_fill,15,Maximum Evidence,6,0.20025277137756348
997,16,min_fill,15,Maximum Evidence,7,0.20147991180419922
998,16,min_fill,15,Maximum Evidence,8,0.20451140403747559
999,16,min_fill,15,Maximum Evidence,9,0.21199798583984375
1000,16,random,1,Lowest Evidence,0,0.2155008316040039
1001,16,random,1,Lowest Evidence,1,0.22077465057373047
1002,16,random,1,Lowest Evidence,2,0.2073068618774414
1003,16,random,1,Lowest Evidence,3,0.21742868423461914
1004,16,random,1,Lowest Evidence,4,0.19917654991149902
1005,16,random,1,Lowest Evidence,5,0.20848703384399414
1006,16,random,1,Lowest Evidence,6,0.20304417610168457
1007,16,random,1,Lowest Evidence,7,0.20814752578735352
1008,16,random,1,Lowest Evidence,8,0.204939603805542
1009,16,random,1,Lowest Evidence,9,0.20374536514282227
1010,16,random,4,25% Evidence,0,0.2002544403076172
1011,16,random,4,25% Evidence,1,0.18816184997558594
1012,16,random,4,25% Evidence,2,0.2043895721435547
1013,16,random,4,25% Evidence,3,0.19878101348876953
1014,16,random,4,25% Evidence,4,0.2037653923034668
1015,16,random,4,25% Evidence,5,0.20737051963806152
1016,16,random,4,25% Evidence,6,0.20489072799682617
1017,16,random,4,25% Evidence,7,0.2089686393737793
1018,16,random,4,25% Evidence,8,0.1965181827545166
1019,16,random,4,25% Evidence,9,0.18993473052978516
1020,16,random,8,50% Evidence,0,0.20070409774780273
1021,16,random,8,50% Evidence,1,0.20083379745483398
1022,16,random,8,50% Evidence,2,0.214247465133667
1023,16,random,8,50% Evidence,3,0.20594096183776855
1024,16,random,8,50% Evidence,4,0.19333386421203613
1025,16,random,8,50% Evidence,5,0.19823980331420898
1026,16,random,8,50% Evidence,6,0.18991589546203613
1027,16,random,8,50% Evidence,7,0.17735052108764648
1028,16,random,8,50% Evidence,8,0.1840810775756836
1029,16,random,8,50% Evidence,9,0.17284584045410156
1030,16,random,12,75% Evidence,0,0.1735384464263916
1031,16,random,12,75% Evidence,1,0.18939566612243652
1032,16,random,12,75% Evidence,2,0.18822956085205078
1033,16,random,12,75% Evidence,3,0.19532203674316406
1034,16,random,12,75% Evidence,4,0.20087885856628418
1035,16,random,12,75% Evidence,5,0.2037501335144043
1036,16,random,12,75% Evidence,6,0.18665671348571777
1037,16,random,12,75% Evidence,7,0.18951010704040527
1038,16,random,12,75% Evidence,8,0.18564510345458984
1039,16,random,12,75% Evidence,9,0.18904542922973633
1040,16,random,15,Maximum Evidence,0,0.1906900405883789
1041,16,random,15,Maximum Evidence,1,0.19080901145935059
1042,16,random,15,Maximum Evidence,2,0.19341444969177246
1043,16,random,15,Maximum Evidence,3,0.1919569969177246
1044,16,random,15,Maximum Evidence,4,0.19239330291748047
1045,16,random,15,Maximum Evidence,5,0.1871025562286377
1046,16,random,15,Maximum Evidence,6,0.18916940689086914
1047,16,random,15,Maximum Evidence,7,0.18658232688903809
1048,16,random,15,Maximum Evidence,8,0.1860349178314209
1049,16,random,15,Maximum Evidence,9,0.18435430526733398
1050,17,min_degree,1,Lowest Evidence,0,0.22237277030944824
1051,17,min_degree,1,Lowest Evidence,1,0.21701288223266602
1052,17,min_degree,1,Lowest Evidence,2,0.21361589431762695
1053,17,min_degree,1,Lowest Evidence,3,0.21290874481201172
1054,17,min_degree,1,Lowest Evidence,4,0.2060239315032959
1055,17,min_degree,1,Lowest Evidence,5,0.20441699028015137
1056,17,min_degree,1,Lowest Evidence,6,0.20716571807861328
1057,17,min_degree,1,Lowest Evidence,7,0.20767593383789062
1058,17,min_degree,1,Lowest Evidence,8,0.21214795112609863
1059,17,min_degree,1,Lowest Evidence,9,0.2136223316192627
1060,17,min_degree,4,25% Evidence,0,0.2057039737701416
1061,17,min_degree,4,25% Evidence,1,0.21260690689086914
1062,17,min_degree,4,25% Evidence,2,0.19849443435668945
1063,17,min_degree,4,25% Evidence,3,0.19885540008544922
1064,17,min_degree,4,25% Evidence,4,0.19740676879882812
1065,17,min_degree,4,25% Evidence,5,0.2009594440460205
1066,17,min_degree,4,25% Evidence,6,0.20414495468139648
1067,17,min_degree,4,25% Evidence,7,0.2127528190612793
1068,17,min_degree,4,25% Evidence,8,0.21234679222106934
1069,17,min_degree,4,25% Evidence,9,0.21620845794677734
1070,17,min_degree,8,50% Evidence,0,0.20835351943969727
1071,17,min_degree,8,50% Evidence,1,0.20555496215820312
1072,17,min_degree,8,50% Evidence,2,0.20077776908874512
1073,17,min_degree,8,50% Evidence,3,0.19594240188598633
1074,17,min_degree,8,50% Evidence,4,0.19640350341796875
1075,17,min_degree,8,50% Evidence,5,0.21247029304504395
1076,17,min_degree,8,50% Evidence,6,0.21596622467041016
1077,17,min_degree,8,50% Evidence,7,0.21412229537963867
1078,17,min_degree,8,50% Evidence,8,0.20801210403442383
1079,17,min_degree,8,50% Evidence,9,0.20274758338928223
1080,17,min_degree,13,75% Evidence,0,0.2036271095275879
1081,17,min_degree,13,75% Evidence,1,0.20533514022827148
1082,17,min_degree,13,75% Evidence,2,0.21100401878356934
1083,17,min_degree,13,75% Evidence,3,0.21112871170043945
1084,17,min_degree,13,75% Evidence,4,0.21083593368530273
1085,17,min_degree,13,75% Evidence,5,0.20776867866516113
1086,17,min_degree,13,75% Evidence,6,0.20926594734191895
1087,17,min_degree,13,75% Evidence,7,0.20593881607055664
1088,17,min_degree,13,75% Evidence,8,0.21140336990356445
1089,17,min_degree,13,75% Evidence,9,0.2074592113494873
1090,17,min_degree,16,Maximum Evidence,0,0.20837974548339844
1091,17,min_degree,16,Maximum Evidence,1,0.20901083946228027
1092,17,min_degree,16,Maximum Evidence,2,0.22572636604309082
1093,17,min_degree,16,Maximum Evidence,3,0.22324419021606445
1094,17,min_degree,16,Maximum Evidence,4,0.22076702117919922
1095,17,min_degree,16,Maximum Evidence,5,0.21875548362731934
1096,17,min_degree,16,Maximum Evidence,6,0.21934819221496582
1097,17,min_degree,16,Maximum Evidence,7,0.2195882797241211
1098,17,min_degree,16,Maximum Evidence,8,0.22001099586486816
1099,17,min_degree,16,Maximum Evidence,9,0.21789073944091797
1100,17,min_fill,1,Lowest Evidence,0,0.23221135139465332
1101,17,min_fill,1,Lowest Evidence,1,0.2998993396759033
1102,17,min_fill,1,Lowest Evidence,2,0.23952269554138184
1103,17,min_fill,1,Lowest Evidence,3,0.2296123504638672
1104,17,min_fill,1,Lowest Evidence,4,0.22722411155700684
1105,17,min_fill,1,Lowest Evidence,5,0.23083138465881348
1106,17,min_fill,1,Lowest Evidence,6,0.23558521270751953
1107,17,min_fill,1,Lowest Evidence,7,0.2359151840209961
1108,17,min_fill,1,Lowest Evidence,8,0.237321138381958
1109,17,min_fill,1,Lowest Evidence,9,0.2229597568511963
1110,17,min_fill,4,25% Evidence,0,0.21047282218933105
1111,17,min_fill,4,25% Evidence,1,0.2120075225830078
1112,17,min_fill,4,25% Evidence,2,0.21083664894104004
1113,17,min_fill,4,25% Evidence,3,0.20398449897766113
1114,17,min_fill,4,25% Evidence,4,0.21788907051086426
1115,17,min_fill,4,25% Evidence,5,0.2263495922088623
1116,17,min_fill,4,25% Evidence,6,0.22946834564208984
1117,17,min_fill,4,25% Evidence,7,0.2120509147644043
1118,17,min_fill,4,25% Evidence,8,0.2050614356994629
1119,17,min_fill,4,25% Evidence,9,0.20435047149658203
1120,17,min_fill,8,50% Evidence,0,0.20476222038269043
1121,17,min_fill,8,50% Evidence,1,0.20749735832214355
1122,17,min_fill,8,50% Evidence,2,0.21236634254455566
1123,17,min_fill,8,50% Evidence,3,0.2133941650390625
1124,17,min_fill,8,50% Evidence,4,0.2117009162902832
1125,17,min_fill,8,50% Evidence,5,0.20787453651428223
1126,17,min_fill,8,50% Evidence,6,0.20160794258117676
1127,17,min_fill,8,50% Evidence,7,0.2041943073272705
1128,17,min_fill,8,50% Evidence,8,0.2007136344909668
1129,17,min_fill,8,50% Evidence,9,0.2006053924560547
1130,17,min_fill,13,75% Evidence,0,0.21362805366516113
1131,17,min_fill,13,75% Evidence,1,0.20900201797485352
1132,17,min_fill,13,75% Evidence,2,0.21115899085998535
1133,17,min_fill,13,75% Evidence,3,0.2111678123474121
1134,17,min_fill,13,75% Evidence,4,0.2071678638458252
1135,17,min_fill,13,75% Evidence,5,0.21007394790649414
1136,17,min_fill,13,75% Evidence,6,0.2070605754852295
1137,17,min_fill,13,75% Evidence,7,0.21047186851501465
1138,17,min_fill,13,75% Evidence,8,0.2154674530029297
1139,17,min_fill,13,75% Evidence,9,0.21669411659240723
1140,17,min_fill,16,Maximum Evidence,0,0.2169938087463379
1141,17,min_fill,16,Maximum Evidence,1,0.20946121215820312
1142,17,min_fill,16,Maximum Evidence,2,0.20158004760742188
1143,17,min_fill,16,Maximum Evidence,3,0.20082545280456543
1144,17,min_fill,16,Maximum Evidence,4,0.20074081420898438
1145,17,min_fill,16,Maximum Evidence,5,0.20215725898742676
1146,17,min_fill,16,Maximum Evidence,6,0.20487546920776367
1147,17,min_fill,16,Maximum Evidence,7,0.2138974666595459
1148,17,min_fill,16,Maximum Evidence,8,0.21704864501953125
1149,17,min_fill,16,Maximum Evidence,9,0.21092557907104492
1150,17,random,1,Lowest Evidence,0,0.2164762020111084
1151,17,random,1,Lowest Evidence,1,0.20251178741455078
1152,17,random,1,Lowest Evidence,2,0.22277140617370605
1153,17,random,1,Lowest Evidence,3,0.24241113662719727
1154,17,random,1,Lowest Evidence,4,0.22434568405151367
1155,17,random,1,Lowest Evidence,5,0.23994064331054688
1156,17,random,1,Lowest Evidence,6,0.22242331504821777
1157,17,random,1,Lowest Evidence,7,0.23329806327819824
1158,17,random,1,Lowest Evidence,8,0.20798563957214355
1159,17,random,1,Lowest Evidence,9,0.20026111602783203
1160,17,random,4,25% Evidence,0,0.19298839569091797
1161,17,random,4,25% Evidence,1,0.20494651794433594
1162,17,random,4,25% Evidence,2,0.22434592247009277
1163,17,random,4,25% Evidence,3,0.2363901138305664
1164,17,random,4,25% Evidence,4,0.21881341934204102
1165,17,random,4,25% Evidence,5,0.20359253883361816
1166,17,random,4,25% Evidence,6,0.2062516212463379
1167,17,random,4,25% Evidence,7,0.20310235023498535
1168,17,random,4,25% Evidence,8,0.20326924324035645
1169,17,random,4,25% Evidence,9,0.21761822700500488
1170,17,random,8,50% Evidence,0,0.21892142295837402
1171,17,random,8,50% Evidence,1,0.21279001235961914
1172,17,random,8,50% Evidence,2,0.22694826126098633
1173,17,random,8,50% Evidence,3,0.23457598686218262
1174,17,random,8,50% Evidence,4,0.22344279289245605
1175,17,random,8,50% Evidence,5,0.21731042861938477
1176,17,random,8,50% Evidence,6,0.2252058982849121
1177,17,random,8,50% Evidence,7,0.22632145881652832
1178,17,random,8,50% Evidence,8,0.22431588172912598
1179,17,random,8,50% Evidence,9,0.22152328491210938
1180,17,random,13,75% Evidence,0,0.22263216972351074
1181,17,random,13,75% Evidence,1,0.2087264060974121
1182,17,random,13,75% Evidence,2,0.20442891120910645
1183,17,random,13,75% Evidence,3,0.20700430870056152
1184,17,random,13,75% Evidence,4,0.2055072784423828
1185,17,random,13,75% Evidence,5,0.20026683807373047
1186,17,random,13,75% Evidence,6,0.21536517143249512
1187,17,random,13,75% Evidence,7,0.2103257179260254
1188,17,random,13,75% Evidence,8,0.20438575744628906
1189,17,random,13,75% Evidence,9,0.19662046432495117
1190,17,random,16,Maximum Evidence,0,0.20586633682250977
1191,17,random,16,Maximum Evidence,1,0.20665264129638672
1192,17,random,16,Maximum Evidence,2,0.21498727798461914
1193,17,random,16,Maximum Evidence,3,0.23316693305969238
1194,17,random,16,Maximum Evidence,4,0.22815823554992676
1195,17,random,16,Maximum Evidence,5,0.21478724479675293
1196,17,random,16,Maximum Evidence,6,0.2267308235168457
1197,17,random,16,Maximum Evidence,7,0.2242133617401123
1198,17,random,16,Maximum Evidence,8,0.21266412734985352
1199,17,random,16,Maximum Evidence,9,0.22334504127502441
1200,18,min_degree,1,Lowest Evidence,0,0.29088854789733887
1201,18,min_degree,1,Lowest Evidence,1,0.31339168548583984
1202,18,min_degree,1,Lowest Evidence,2,0.2851390838623047
1203,18,min_degree,1,Lowest Evidence,3,0.27365732192993164
1204,18,min_degree,1,Lowest Evidence,4,0.27318716049194336
1205,18,min_degree,1,Lowest Evidence,5,0.2673811912536621
1206,18,min_degree,1,Lowest Evidence,6,0.27562856674194336
1207,18,min_degree,1,Lowest Evidence,7,0.2793874740600586
1208,18,min_degree,1,Lowest Evidence,8,0.2828977108001709
1209,18,min_degree,1,Lowest Evidence,9,0.2881608009338379
1210,18,min_degree,4,25% Evidence,0,0.24906301498413086
1211,18,min_degree,4,25% Evidence,1,0.251323938369751
1212,18,min_degree,4,25% Evidence,2,0.24902558326721191
1213,18,min_degree,4,25% Evidence,3,0.249100923538208
1214,18,min_degree,4,25% Evidence,4,0.26284313201904297
1215,18,min_degree,4,25% Evidence,5,0.2636275291442871
1216,18,min_degree,4,25% Evidence,6,0.2547190189361572
1217,18,min_degree,4,25% Evidence,7,0.24477171897888184
1218,18,min_degree,4,25% Evidence,8,0.25098514556884766
1219,18,min_degree,4,25% Evidence,9,0.2520437240600586
1220,18,min_degree,9,50% Evidence,0,0.25983643531799316
1221,18,min_degree,9,50% Evidence,1,0.26897263526916504
1222,18,min_degree,9,50% Evidence,2,0.2716546058654785
1223,18,min_degree,9,50% Evidence,3,0.32282423973083496
1224,18,min_degree,9,50% Evidence,4,0.25777459144592285
1225,18,min_degree,9,50% Evidence,5,0.25793933868408203
1226,18,min_degree,9,50% Evidence,6,0.2570188045501709
1227,18,min_degree,9,50% Evidence,7,0.2571690082550049
1228,18,min_degree,9,50% Evidence,8,0.25708532333374023
1229,18,min_degree,9,50% Evidence,9,0.2556941509246826
1230,18,min_degree,14,75% Evidence,0,0.2575187683105469
1231,18,min_degree,14,75% Evidence,1,0.25452160835266113
1232,18,min_degree,14,75% Evidence,2,0.2555513381958008
1233,18,min_degree,14,75% Evidence,3,0.25599026679992676
1234,18,min_degree,14,75% Evidence,4,0.2552642822265625
1235,18,min_degree,14,75% Evidence,5,0.25440025329589844
1236,18,min_degree,14,75% Evidence,6,0.253704309463501
1237,18,min_degree,14,75% Evidence,7,0.25485658645629883
1238,18,min_degree,14,75% Evidence,8,0.2546696662902832
1239,18,min_degree,14,75% Evidence,9,0.2547476291656494
1240,18,min_degree,17,Maximum Evidence,0,0.25713610649108887
1241,18,min_degree,17,Maximum Evidence,1,0.2562239170074463
1242,18,min_degree,17,Maximum Evidence,2,0.2550387382507324
1243,18,min_degree,17,Maximum Evidence,3,0.2502405643463135
1244,18,min_degree,17,Maximum Evidence,4,0.24553751945495605
1245,18,min_degree,17,Maximum Evidence,5,0.245391845703125
1246,18,min_degree,17,Maximum Evidence,6,0.2462172508239746
1247,18,min_degree,17,Maximum Evidence,7,0.2459859848022461
1248,18,min_degree,17,Maximum Evidence,8,0.24501776695251465
1249,18,min_degree,17,Maximum Evidence,9,0.2450568675994873
1250,18,min_fill,1,Lowest Evidence,0,0.30951499938964844
1251,18,min_fill,1,Lowest Evidence,1,0.2985560894012451
1252,18,min_fill,1,Lowest Evidence,2,0.29959774017333984
1253,18,min_fill,1,Lowest Evidence,3,0.31482553482055664
1254,18,min_fill,1,Lowest Evidence,4,0.3131368160247803
1255,18,min_fill,1,Lowest Evidence,5,0.3430311679840088
1256,18,min_fill,1,Lowest Evidence,6,0.3035867214202881
1257,18,min_fill,1,Lowest Evidence,7,0.3037097454071045
1258,18,min_fill,1,Lowest Evidence,8,0.3045334815979004
1259,18,min_fill,1,Lowest Evidence,9,0.3039405345916748
1260,18,min_fill,4,25% Evidence,0,0.2788989543914795
1261,18,min_fill,4,25% Evidence,1,0.27245426177978516
1262,18,min_fill,4,25% Evidence,2,0.26640892028808594
1263,18,min_fill,4,25% Evidence,3,0.2729475498199463
1264,18,min_fill,4,25% Evidence,4,0.2619311809539795
1265,18,min_fill,4,25% Evidence,5,0.26316022872924805
1266,18,min_fill,4,25% Evidence,6,0.2684590816497803
1267,18,min_fill,4,25% Evidence,7,0.2674269676208496
1268,18,min_fill,4,25% Evidence,8,0.2692427635192871
1269,18,min_fill,4,25% Evidence,9,0.2685403823852539
1270,18,min_fill,9,50% Evidence,0,0.26309990882873535
1271,18,min_fill,9,50% Evidence,1,0.25998735427856445
1272,18,min_fill,9,50% Evidence,2,0.2608656883239746
1273,18,min_fill,9,50% Evidence,3,0.2600417137145996
1274,18,min_fill,9,50% Evidence,4,0.2619602680206299
1275,18,min_fill,9,50% Evidence,5,0.2620670795440674
1276,18,min_fill,9,50% Evidence,6,0.26184606552124023
1277,18,min_fill,9,50% Evidence,7,0.26328206062316895
1278,18,min_fill,9,50% Evidence,8,0.2667670249938965
1279,18,min_fill,9,50% Evidence,9,0.2782611846923828
1280,18,min_fill,14,75% Evidence,0,0.26229262351989746
1281,18,min_fill,14,75% Evidence,1,0.26015329360961914
1282,18,min_fill,14,75% Evidence,2,0.2591538429260254
1283,18,min_fill,14,75% Evidence,3,0.2531149387359619
1284,18,min_fill,14,75% Evidence,4,0.2574269771575928
1285,18,min_fill,14,75% Evidence,5,0.24996066093444824
1286,18,min_fill,14,75% Evidence,6,0.2510221004486084
1287,18,min_fill,14,75% Evidence,7,0.25260400772094727
1288,18,min_fill,14,75% Evidence,8,0.2507350444793701
1289,18,min_fill,14,75% Evidence,9,0.2591226100921631
1290,18,min_fill,17,Maximum Evidence,0,0.2625308036804199
1291,18,min_fill,17,Maximum Evidence,1,0.2637617588043213
1292,18,min_fill,17,Maximum Evidence,2,0.26647019386291504
1293,18,min_fill,17,Maximum Evidence,3,0.2625999450683594
1294,18,min_fill,17,Maximum Evidence,4,0.25630688667297363
1295,18,min_fill,17,Maximum Evidence,5,0.25981640815734863
1296,18,min_fill,17,Maximum Evidence,6,0.25939321517944336
1297,18,min_fill,17,Maximum Evidence,7,0.2612130641937256
1298,18,min_fill,17,Maximum Evidence,8,0.2649345397949219
1299,18,min_fill,17,Maximum Evidence,9,0.252394437789917
1300,18,random,1,Lowest Evidence,0,0.2820422649383545
1301,18,random,1,Lowest Evidence,1,0.2884862422943115
1302,18,random,1,Lowest Evidence,2,0.26739025115966797
1303,18,random,1,Lowest Evidence,3,0.2870347499847412
1304,18,random,1,Lowest Evidence,4,0.2787003517150879
1305,18,random,1,Lowest Evidence,5,0.3019874095916748
1306,18,random,1,Lowest Evidence,6,0.2959563732147217
1307,18,random,1,Lowest Evidence,7,0.26525330543518066
1308,18,random,1,Lowest Evidence,8,0.27408266067504883
1309,18,random,1,Lowest Evidence,9,0.2801194190979004
1310,18,random,4,25% Evidence,0,0.26744556427001953
1311,18,random,4,25% Evidence,1,0.33225178718566895
1312,18,random,4,25% Evidence,2,0.24834656715393066
1313,18,random,4,25% Evidence,3,0.23966622352600098
1314,18,random,4,25% Evidence,4,0.24799466133117676
1315,18,random,4,25% Evidence,5,0.24648499488830566
1316,18,random,4,25% Evidence,6,0.26803159713745117
1317,18,random,4,25% Evidence,7,0.25475335121154785
1318,18,random,4,25% Evidence,8,0.24291729927062988
1319,18,random,4,25% Evidence,9,0.2469015121459961
1320,18,random,9,50% Evidence,0,0.2514486312866211
1321,18,random,9,50% Evidence,1,0.2347724437713623
1322,18,random,9,50% Evidence,2,0.25073957443237305
1323,18,random,9,50% Evidence,3,0.2597544193267822
1324,18,random,9,50% Evidence,4,0.25257229804992676
1325,18,random,9,50% Evidence,5,0.23785877227783203
1326,18,random,9,50% Evidence,6,0.23746037483215332
1327,18,random,9,50% Evidence,7,0.23760366439819336
1328,18,random,9,50% Evidence,8,0.24189114570617676
1329,18,random,9,50% Evidence,9,0.24200963973999023
1330,18,random,14,75% Evidence,0,0.2520942687988281
1331,18,random,14,75% Evidence,1,0.24736762046813965
1332,18,random,14,75% Evidence,2,0.25073838233947754
1333,18,random,14,75% Evidence,3,0.24755239486694336
1334,18,random,14,75% Evidence,4,0.23845338821411133
1335,18,random,14,75% Evidence,5,0.24744534492492676
1336,18,random,14,75% Evidence,6,0.2619311809539795
1337,18,random,14,75% Evidence,7,0.2536334991455078
1338,18,random,14,75% Evidence,8,0.2552485466003418
1339,18,random,14,75% Evidence,9,0.26492929458618164
1340,18,random,17,Maximum Evidence,0,0.26562952995300293
1341,18,random,17,Maximum Evidence,1,0.24674153327941895
1342,18,random,17,Maximum Evidence,2,0.2582869529724121
1343,18,random,17,Maximum Evidence,3,0.26473522186279297
1344,18,random,17,Maximum Evidence,4,0.2707853317260742
1345,18,random,17,Maximum Evidence,5,0.26666951179504395
1346,18,random,17,Maximum Evidence,6,0.2612922191619873
1347,18,random,17,Maximum Evidence,7,0.23916983604431152
1348,18,random,17,Maximum Evidence,8,0.24053716659545898
1349,18,random,17,Maximum Evidence,9,0.2631363868713379
1350,19,min_degree,1,Lowest Evidence,0,0.2887265682220459
1351,19,min_degree,1,Lowest Evidence,1,0.2980217933654785
1352,19,min_degree,1,Lowest Evidence,2,0.28768181800842285
1353,19,min_degree,1,Lowest Evidence,3,0.27893638610839844
1354,19,min_degree,1,Lowest Evidence,4,0.27126216888427734
1355,19,min_degree,1,Lowest Evidence,5,0.28563714027404785
1356,19,min_degree,1,Lowest Evidence,6,0.2903130054473877
1357,19,min_degree,1,Lowest Evidence,7,0.29091930389404297
1358,19,min_degree,1,Lowest Evidence,8,0.2786235809326172
1359,19,min_degree,1,Lowest Evidence,9,0.28402161598205566
1360,19,min_degree,5,25% Evidence,0,0.25481653213500977
1361,19,min_degree,5,25% Evidence,1,0.25974178314208984
1362,19,min_degree,5,25% Evidence,2,0.2662780284881592
1363,19,min_degree,5,25% Evidence,3,0.2652013301849365
1364,19,min_degree,5,25% Evidence,4,0.24980711936950684
1365,19,min_degree,5,25% Evidence,5,0.24900174140930176
1366,19,min_degree,5,25% Evidence,6,0.25138020515441895
1367,19,min_degree,5,25% Evidence,7,0.25125575065612793
1368,19,min_degree,5,25% Evidence,8,0.2624812126159668
1369,19,min_degree,5,25% Evidence,9,0.26573848724365234
1370,19,min_degree,10,50% Evidence,0,0.2620227336883545
1371,19,min_degree,10,50% Evidence,1,0.25125575065612793
1372,19,min_degree,10,50% Evidence,2,0.24910211563110352
1373,19,min_degree,10,50% Evidence,3,0.24831724166870117
1374,19,min_degree,10,50% Evidence,4,0.25626707077026367
1375,19,min_degree,10,50% Evidence,5,0.2599337100982666
1376,19,min_degree,10,50% Evidence,6,0.2588832378387451
1377,19,min_degree,10,50% Evidence,7,0.25663185119628906
1378,19,min_degree,10,50% Evidence,8,0.2509739398956299
1379,19,min_degree,10,50% Evidence,9,0.24906563758850098
1380,19,min_degree,14,75% Evidence,0,0.2500298023223877
1381,19,min_degree,14,75% Evidence,1,0.25923752784729004
1382,19,min_degree,14,75% Evidence,2,0.26282596588134766
1383,19,min_degree,14,75% Evidence,3,0.26178598403930664
1384,19,min_degree,14,75% Evidence,4,0.24950313568115234
1385,19,min_degree,14,75% Evidence,5,0.25060272216796875
1386,19,min_degree,14,75% Evidence,6,0.25165557861328125
1387,19,min_degree,14,75% Evidence,7,0.32073259353637695
1388,19,min_degree,14,75% Evidence,8,0.2590634822845459
1389,19,min_degree,14,75% Evidence,9,0.28229188919067383
1390,19,min_degree,18,Maximum Evidence,0,0.2655198574066162
1391,19,min_degree,18,Maximum Evidence,1,0.2521400451660156
1392,19,min_degree,18,Maximum Evidence,2,0.24831032752990723
1393,19,min_degree,18,Maximum Evidence,3,0.2509589195251465
1394,19,min_degree,18,Maximum Evidence,4,0.2646818161010742
1395,19,min_degree,18,Maximum Evidence,5,0.2541511058807373
1396,19,min_degree,18,Maximum Evidence,6,0.2550351619720459
1397,19,min_degree,18,Maximum Evidence,7,0.25620007514953613
1398,19,min_degree,18,Maximum Evidence,8,0.25788092613220215
1399,19,min_degree,18,Maximum Evidence,9,0.2586812973022461
1400,19,min_fill,1,Lowest Evidence,0,0.40146350860595703
1401,19,min_fill,1,Lowest Evidence,1,0.34156060218811035
1402,19,min_fill,1,Lowest Evidence,2,0.3509373664855957
1403,19,min_fill,1,Lowest Evidence,3,0.32620787620544434
1404,19,min_fill,1,Lowest Evidence,4,0.32826852798461914
1405,19,min_fill,1,Lowest Evidence,5,0.33777666091918945
1406,19,min_fill,1,Lowest Evidence,6,0.33855628967285156
1407,19,min_fill,1,Lowest Evidence,7,0.33232569694519043
1408,19,min_fill,1,Lowest Evidence,8,0.32630181312561035
1409,19,min_fill,1,Lowest Evidence,9,0.3301835060119629
1410,19,min_fill,5,25% Evidence,0,0.2772648334503174
1411,19,min_fill,5,25% Evidence,1,0.2755866050720215
1412,19,min_fill,5,25% Evidence,2,0.2776219844818115
1413,19,min_fill,5,25% Evidence,3,0.27213478088378906
1414,19,min_fill,5,25% Evidence,4,0.2822556495666504
1415,19,min_fill,5,25% Evidence,5,0.2757740020751953
1416,19,min_fill,5,25% Evidence,6,0.2790036201477051
1417,19,min_fill,5,25% Evidence,7,0.2920994758605957
1418,19,min_fill,5,25% Evidence,8,0.2808194160461426
1419,19,min_fill,5,25% Evidence,9,0.2730686664581299
1420,19,min_fill,10,50% Evidence,0,0.2756650447845459
1421,19,min_fill,10,50% Evidence,1,0.2703664302825928
1422,19,min_fill,10,50% Evidence,2,0.263261079788208
1423,19,min_fill,10,50% Evidence,3,0.2690873146057129
1424,19,min_fill,10,50% Evidence,4,0.2709178924560547
1425,19,min_fill,10,50% Evidence,5,0.266857385635376
1426,19,min_fill,10,50% Evidence,6,0.25005245208740234
1427,19,min_fill,10,50% Evidence,7,0.25832271575927734
1428,19,min_fill,10,50% Evidence,8,0.2578556537628174
1429,19,min_fill,10,50% Evidence,9,0.26781487464904785
1430,19,min_fill,14,75% Evidence,0,0.27216529846191406
1431,19,min_fill,14,75% Evidence,1,0.27207112312316895
1432,19,min_fill,14,75% Evidence,2,0.2580604553222656
