,node_size,ordering_heuristic,evidence_size,evidence_type,iterations,time_taken
480,13,min_degree,10,75% Evidence,0,0.17872858047485352
481,13,min_degree,10,75% Evidence,1,0.18189263343811035
482,13,min_degree,10,75% Evidence,2,0.1807703971862793
483,13,min_degree,10,75% Evidence,3,0.1907205581665039
484,13,min_degree,10,75% Evidence,4,0.20158052444458008
485,13,min_degree,10,75% Evidence,5,0.18740630149841309
486,13,min_degree,10,75% Evidence,6,0.18581795692443848
487,13,min_degree,10,75% Evidence,7,0.18482065200805664
488,13,min_degree,10,75% Evidence,8,0.18517374992370605
489,13,min_degree,10,75% Evidence,9,0.1869349479675293
490,13,min_degree,12,Maximum Evidence,0,0.19733953475952148
491,13,min_degree,12,Maximum Evidence,1,0.20223259925842285
492,13,min_degree,12,Maximum Evidence,2,0.20075225830078125
493,13,min_degree,12,Maximum Evidence,3,0.1994616985321045
494,13,min_degree,12,Maximum Evidence,4,0.1852402687072754
495,13,min_degree,12,Maximum Evidence,5,0.18703961372375488
496,13,min_degree,12,Maximum Evidence,6,0.18481135368347168
497,13,min_degree,12,Maximum Evidence,7,0.18480491638183594
498,13,min_degree,12,Maximum Evidence,8,0.18411874771118164
499,13,min_degree,12,Maximum Evidence,9,0.19744634628295898
500,13,min_fill,1,Lowest Evidence,0,0.20656681060791016
501,13,min_fill,1,Lowest Evidence,1,0.2034928798675537
502,13,min_fill,1,Lowest Evidence,2,0.20205211639404297
503,13,min_fill,1,Lowest Evidence,3,0.18787932395935059
504,13,min_fill,1,Lowest Evidence,4,0.19101572036743164
505,13,min_fill,1,Lowest Evidence,5,0.19462347030639648
506,13,min_fill,1,Lowest Evidence,6,0.18935298919677734
507,13,min_fill,1,Lowest Evidence,7,0.18041443824768066
508,13,min_fill,1,Lowest Evidence,8,0.1907491683959961
509,13,min_fill,1,Lowest Evidence,9,0.18639516830444336
510,13,min_fill,3,25% Evidence,0,0.18249273300170898
511,13,min_fill,3,25% Evidence,1,0.18665146827697754
512,13,min_fill,3,25% Evidence,2,0.1811847686767578
513,13,min_fill,3,25% Evidence,3,0.18286466598510742
514,13,min_fill,3,25% Evidence,4,0.18468189239501953
515,13,min_fill,3,25% Evidence,5,0.18443083763122559
516,13,min_fill,3,25% Evidence,6,0.17919540405273438
517,13,min_fill,3,25% Evidence,7,0.1853330135345459
518,13,min_fill,3,25% Evidence,8,0.19176197052001953
519,13,min_fill,3,25% Evidence,9,0.18706011772155762
520,13,min_fill,6,50% Evidence,0,0.1887519359588623
521,13,min_fill,6,50% Evidence,1,0.1803278923034668
522,13,min_fill,6,50% Evidence,2,0.17768263816833496
523,13,min_fill,6,50% Evidence,3,0.18071579933166504
524,13,min_fill,6,50% Evidence,4,0.18153810501098633
525,13,min_fill,6,50% Evidence,5,0.1824626922607422
526,13,min_fill,6,50% Evidence,6,0.18755054473876953
527,13,min_fill,6,50% Evidence,7,0.19260954856872559
528,13,min_fill,6,50% Evidence,8,0.18637943267822266
529,13,min_fill,6,50% Evidence,9,0.1917879581451416
530,13,min_fill,10,75% Evidence,0,0.25422215461730957
531,13,min_fill,10,75% Evidence,1,0.20025372505187988
532,13,min_fill,10,75% Evidence,2,0.1969165802001953
533,13,min_fill,10,75% Evidence,3,0.19488930702209473
534,13,min_fill,10,75% Evidence,4,0.19330883026123047
535,13,min_fill,10,75% Evidence,5,0.1973564624786377
536,13,min_fill,10,75% Evidence,6,0.19493412971496582
537,13,min_fill,10,75% Evidence,7,0.19210171699523926
538,13,min_fill,10,75% Evidence,8,0.1902608871459961
539,13,min_fill,10,75% Evidence,9,0.18998169898986816
540,13,min_fill,12,Maximum Evidence,0,0.18973708152770996
541,13,min_fill,12,Maximum Evidence,1,0.19611620903015137
542,13,min_fill,12,Maximum Evidence,2,0.19536924362182617
543,13,min_fill,12,Maximum Evidence,3,0.19466733932495117
544,13,min_fill,12,Maximum Evidence,4,0.20056533813476562
545,13,min_fill,12,Maximum Evidence,5,0.18889689445495605
546,13,min_fill,12,Maximum Evidence,6,0.19818973541259766
547,13,min_fill,12,Maximum Evidence,7,0.19321703910827637
548,13,min_fill,12,Maximum Evidence,8,0.19202327728271484
549,13,min_fill,12,Maximum Evidence,9,0.19162869453430176
550,13,random,1,Lowest Evidence,0,0.18021249771118164
551,13,random,1,Lowest Evidence,1,0.19050145149230957
552,13,random,1,Lowest Evidence,2,0.19574260711669922
553,13,random,1,Lowest Evidence,3,0.19876408576965332
554,13,random,1,Lowest Evidence,4,0.20732498168945312
555,13,random,1,Lowest Evidence,5,0.19792723655700684
556,13,random,1,Lowest Evidence,6,0.19699954986572266
557,13,random,1,Lowest Evidence,7,0.1920945644378662
558,13,random,1,Lowest Evidence,8,0.1746227741241455
559,13,random,1,Lowest Evidence,9,0.19928741455078125
560,13,random,3,25% Evidence,0,0.18751811981201172
561,13,random,3,25% Evidence,1,0.1909496784210205
562,13,random,3,25% Evidence,2,0.1855149269104004
563,13,random,3,25% Evidence,3,0.18715929985046387
564,13,random,3,25% Evidence,4,0.19394373893737793
565,13,random,3,25% Evidence,5,0.1876382827758789
566,13,random,3,25% Evidence,6,0.1741480827331543
567,13,random,3,25% Evidence,7,0.17850160598754883
568,13,random,3,25% Evidence,8,0.1948244571685791
569,13,random,3,25% Evidence,9,0.19019103050231934
570,13,random,6,50% Evidence,0,0.18796300888061523
571,13,random,6,50% Evidence,1,0.19614005088806152
572,13,random,6,50% Evidence,2,0.18795037269592285
573,13,random,6,50% Evidence,3,0.19600582122802734
574,13,random,6,50% Evidence,4,0.19365859031677246
575,13,random,6,50% Evidence,5,0.18691706657409668
576,13,random,6,50% Evidence,6,0.18372535705566406
577,13,random,6,50% Evidence,7,0.17020559310913086
578,13,random,6,50% Evidence,8,0.19147062301635742
579,13,random,6,50% Evidence,9,0.18811488151550293
580,13,random,10,75% Evidence,0,0.19006800651550293
581,13,random,10,75% Evidence,1,0.19417738914489746
582,13,random,10,75% Evidence,2,0.18527984619140625
583,13,random,10,75% Evidence,3,0.17340517044067383
584,13,random,10,75% Evidence,4,0.19728684425354004
585,13,random,10,75% Evidence,5,0.1840202808380127
586,13,random,10,75% Evidence,6,0.18988943099975586
587,13,random,10,75% Evidence,7,0.17871570587158203
588,13,random,10,75% Evidence,8,0.19246125221252441
589,13,random,10,75% Evidence,9,0.19402265548706055
590,13,random,12,Maximum Evidence,0,0.1854228973388672
591,13,random,12,Maximum Evidence,1,0.175307035446167
592,13,random,12,Maximum Evidence,2,0.1886155605316162
593,13,random,12,Maximum Evidence,3,0.20172667503356934
594,13,random,12,Maximum Evidence,4,0.20162034034729004
595,13,random,12,Maximum Evidence,5,0.18462204933166504
596,13,random,12,Maximum Evidence,6,0.18958282470703125
597,13,random,12,Maximum Evidence,7,0.1930990219116211
598,13,random,12,Maximum Evidence,8,0.19412612915039062
599,13,random,12,Maximum Evidence,9,0.19000458717346191
600,14,min_degree,1,Lowest Evidence,0,0.2245790958404541
601,14,min_degree,1,Lowest Evidence,1,0.21193552017211914
602,14,min_degree,1,Lowest Evidence,2,0.20937371253967285
603,14,min_degree,1,Lowest Evidence,3,0.21146154403686523
604,14,min_degree,1,Lowest Evidence,4,0.20888304710388184
605,14,min_degree,1,Lowest Evidence,5,0.21252799034118652
606,14,min_degree,1,Lowest Evidence,6,0.21250677108764648
607,14,min_degree,1,Lowest Evidence,7,0.21530699729919434
608,14,min_degree,1,Lowest Evidence,8,0.21733903884887695
609,14,min_degree,1,Lowest Evidence,9,0.21340513229370117
610,14,min_degree,4,25% Evidence,0,0.20616388320922852
611,14,min_degree,4,25% Evidence,1,0.20885348320007324
612,14,min_degree,4,25% Evidence,2,0.20505142211914062
613,14,min_degree,4,25% Evidence,3,0.20971202850341797
614,14,min_degree,4,25% Evidence,4,0.20236921310424805
615,14,min_degree,4,25% Evidence,5,0.20439362525939941
616,14,min_degree,4,25% Evidence,6,0.21469688415527344
617,14,min_degree,4,25% Evidence,7,0.20490694046020508
618,14,min_degree,4,25% Evidence,8,0.2082688808441162
619,14,min_degree,4,25% Evidence,9,0.23341584205627441
620,14,min_degree,7,50% Evidence,0,0.2048959732055664
621,14,min_degree,7,50% Evidence,1,0.20862627029418945
622,14,min_degree,7,50% Evidence,2,0.21728849411010742
623,14,min_degree,7,50% Evidence,3,0.2135465145111084
624,14,min_degree,7,50% Evidence,4,0.2085247039794922
625,14,min_degree,7,50% Evidence,5,0.2047576904296875
626,14,min_degree,7,50% Evidence,6,0.20311760902404785
627,14,min_degree,7,50% Evidence,7,0.2044069766998291
628,14,min_degree,7,50% Evidence,8,0.20679688453674316
629,14,min_degree,7,50% Evidence,9,0.21045923233032227
630,14,min_degree,10,75% Evidence,0,0.21778130531311035
631,14,min_degree,10,75% Evidence,1,0.2153172492980957
632,14,min_degree,10,75% Evidence,2,0.21195363998413086
633,14,min_degree,10,75% Evidence,3,0.20627880096435547
634,14,min_degree,10,75% Evidence,4,0.20160436630249023
635,14,min_degree,10,75% Evidence,5,0.20291876792907715
636,14,min_degree,10,75% Evidence,6,0.19770407676696777
637,14,min_degree,10,75% Evidence,7,0.1948859691619873
638,14,min_degree,10,75% Evidence,8,0.2038285732269287
639,14,min_degree,10,75% Evidence,9,0.20525646209716797
640,14,min_degree,13,Maximum Evidence,0,0.2099442481994629
641,14,min_degree,13,Maximum Evidence,1,0.21055293083190918
642,14,min_degree,13,Maximum Evidence,2,0.2022411823272705
643,14,min_degree,13,Maximum Evidence,3,0.20322012901306152
644,14,min_degree,13,Maximum Evidence,4,0.20215654373168945
645,14,min_degree,13,Maximum Evidence,5,0.20275545120239258
646,14,min_degree,13,Maximum Evidence,6,0.20834875106811523
647,14,min_degree,13,Maximum Evidence,7,0.2123885154724121
648,14,min_degree,13,Maximum Evidence,8,0.2213280200958252
649,14,min_degree,13,Maximum Evidence,9,0.21103620529174805
650,14,min_fill,1,Lowest Evidence,0,0.20759201049804688
651,14,min_fill,1,Lowest Evidence,1,0.21392107009887695
652,14,min_fill,1,Lowest Evidence,2,0.21167707443237305
653,14,min_fill,1,Lowest Evidence,3,0.20872092247009277
654,14,min_fill,1,Lowest Evidence,4,0.21778035163879395
655,14,min_fill,1,Lowest Evidence,5,0.21632790565490723
656,14,min_fill,1,Lowest Evidence,6,0.22448325157165527
657,14,min_fill,1,Lowest Evidence,7,0.2239396572113037
658,14,min_fill,1,Lowest Evidence,8,0.21010684967041016
659,14,min_fill,1,Lowest Evidence,9,0.21091723442077637
660,14,min_fill,4,25% Evidence,0,0.20972251892089844
661,14,min_fill,4,25% Evidence,1,0.20381784439086914
662,14,min_fill,4,25% Evidence,2,0.2028508186340332
663,14,min_fill,4,25% Evidence,3,0.2080364227294922
664,14,min_fill,4,25% Evidence,4,0.21680307388305664
665,14,min_fill,4,25% Evidence,5,0.21607685089111328
666,14,min_fill,4,25% Evidence,6,0.20483803749084473
667,14,min_fill,4,25% Evidence,7,0.20441365242004395
668,14,min_fill,4,25% Evidence,8,0.203934907913208
669,14,min_fill,4,25% Evidence,9,0.1983640193939209
670,14,min_fill,7,50% Evidence,0,0.2115015983581543
671,14,min_fill,7,50% Evidence,1,0.22272372245788574
672,14,min_fill,7,50% Evidence,2,0.21737360954284668
673,14,min_fill,7,50% Evidence,3,0.21692490577697754
674,14,min_fill,7,50% Evidence,4,0.20572590827941895
675,14,min_fill,7,50% Evidence,5,0.20764493942260742
676,14,min_fill,7,50% Evidence,6,0.20660066604614258
677,14,min_fill,7,50% Evidence,7,0.20805978775024414
678,14,min_fill,7,50% Evidence,8,0.2053980827331543
679,14,min_fill,7,50% Evidence,9,0.21439099311828613
680,14,min_fill,10,75% Evidence,0,0.2156975269317627
681,14,min_fill,10,75% Evidence,1,0.2121260166168213
682,14,min_fill,10,75% Evidence,2,0.19858312606811523
683,14,min_fill,10,75% Evidence,3,0.1979808807373047
684,14,min_fill,10,75% Evidence,4,0.1982560157775879
685,14,min_fill,10,75% Evidence,5,0.20380520820617676
686,14,min_fill,10,75% Evidence,6,0.20490121841430664
687,14,min_fill,10,75% Evidence,7,0.20702862739562988
688,14,min_fill,10,75% Evidence,8,0.21387648582458496
689,14,min_fill,10,75% Evidence,9,0.21537518501281738
690,14,min_fill,13,Maximum Evidence,0,0.21101784706115723
691,14,min_fill,13,Maximum Evidence,1,0.20746707916259766
692,14,min_fill,13,Maximum Evidence,2,0.2055037021636963
693,14,min_fill,13,Maximum Evidence,3,0.20420050621032715
694,14,min_fill,13,Maximum Evidence,4,0.20827603340148926
695,14,min_fill,13,Maximum Evidence,5,0.21752500534057617
696,14,min_fill,13,Maximum Evidence,6,0.20877671241760254
697,14,min_fill,13,Maximum Evidence,7,0.20918941497802734
698,14,min_fill,13,Maximum Evidence,8,0.20291686058044434
699,14,min_fill,13,Maximum Evidence,9,0.205857515335083
700,14,random,1,Lowest Evidence,0,0.2039327621459961
701,14,random,1,Lowest Evidence,1,0.19218778610229492
702,14,random,1,Lowest Evidence,2,0.21449899673461914
703,14,random,1,Lowest Evidence,3,0.21286225318908691
704,14,random,1,Lowest Evidence,4,0.21039891242980957
705,14,random,1,Lowest Evidence,5,0.23153471946716309
706,14,random,1,Lowest Evidence,6,0.21286463737487793
707,14,random,1,Lowest Evidence,7,0.2092597484588623
708,14,random,1,Lowest Evidence,8,0.20332574844360352
709,14,random,1,Lowest Evidence,9,0.2091526985168457
710,14,random,4,25% Evidence,0,0.20744657516479492
711,14,random,4,25% Evidence,1,0.21102166175842285
712,14,random,4,25% Evidence,2,0.22614693641662598
713,14,random,4,25% Evidence,3,0.2183685302734375
714,14,random,4,25% Evidence,4,0.21895265579223633
715,14,random,4,25% Evidence,5,0.19901633262634277
716,14,random,4,25% Evidence,6,0.20905065536499023
717,14,random,4,25% Evidence,7,0.2092142105102539
718,14,random,4,25% Evidence,8,0.1982736587524414
719,14,random,4,25% Evidence,9,0.20023512840270996
720,14,random,7,50% Evidence,0,0.20453977584838867
721,14,random,7,50% Evidence,1,0.20213937759399414
722,14,random,7,50% Evidence,2,0.18878698348999023
723,14,random,7,50% Evidence,3,0.20579266548156738
724,14,random,7,50% Evidence,4,0.20093750953674316
725,14,random,7,50% Evidence,5,0.18661952018737793
726,14,random,7,50% Evidence,6,0.19882488250732422
727,14,random,7,50% Evidence,7,0.18633484840393066
728,14,random,7,50% Evidence,8,0.21547985076904297
729,14,random,7,50% Evidence,9,0.1935873031616211
730,14,random,10,75% Evidence,0,0.2044687271118164
731,14,random,10,75% Evidence,1,0.19994211196899414
732,14,random,10,75% Evidence,2,0.2035834789276123
733,14,random,10,75% Evidence,3,0.20489978790283203
734,14,random,10,75% Evidence,4,0.1945972442626953
735,14,random,10,75% Evidence,5,0.19628047943115234
736,14,random,10,75% Evidence,6,0.19910359382629395
737,14,random,10,75% Evidence,7,0.20013999938964844
738,14,random,10,75% Evidence,8,0.20771574974060059
739,14,random,10,75% Evidence,9,0.21102643013000488
740,14,random,13,Maximum Evidence,0,0.2058119773864746
741,14,random,13,Maximum Evidence,1,0.2008812427520752
742,14,random,13,Maximum Evidence,2,0.1999833583831787
743,14,random,13,Maximum Evidence,3,0.18621253967285156
744,14,random,13,Maximum Evidence,4,0.19567656517028809
745,14,random,13,Maximum Evidence,5,0.20032000541687012
746,14,random,13,Maximum Evidence,6,0.1967000961303711
747,14,random,13,Maximum Evidence,7,0.19852304458618164
748,14,random,13,Maximum Evidence,8,0.2042679786682129
749,14,random,13,Maximum Evidence,9,0.19912457466125488
750,15,min_degree,1,Lowest Evidence,0,0.2551436424255371
751,15,min_degree,1,Lowest Evidence,1,0.25621700286865234
752,15,min_degree,1,Lowest Evidence,2,0.2505679130554199
753,15,min_degree,1,Lowest Evidence,3,0.2501804828643799
754,15,min_degree,1,Lowest Evidence,4,0.25119566917419434
755,15,min_degree,1,Lowest Evidence,5,0.2577016353607178
756,15,min_degree,1,Lowest Evidence,6,0.2537107467651367
757,15,min_degree,1,Lowest Evidence,7,0.2560889720916748
758,15,min_degree,1,Lowest Evidence,8,0.2540285587310791
759,15,min_degree,1,Lowest Evidence,9,0.2560114860534668
760,15,min_degree,4,25% Evidence,0,0.257129430770874
761,15,min_degree,4,25% Evidence,1,0.25212812423706055
762,15,min_degree,4,25% Evidence,2,0.23868703842163086
763,15,min_degree,4,25% Evidence,3,0.23557496070861816
764,15,min_degree,4,25% Evidence,4,0.24361109733581543
765,15,min_degree,4,25% Evidence,5,0.24841022491455078
766,15,min_degree,4,25% Evidence,6,0.24750518798828125
767,15,min_degree,4,25% Evidence,7,0.2528564929962158
768,15,min_degree,4,25% Evidence,8,0.25589656829833984
769,15,min_degree,4,25% Evidence,9,0.2504262924194336
770,15,min_degree,8,50% Evidence,0,0.24428367614746094
771,15,min_degree,8,50% Evidence,1,0.24210429191589355
772,15,min_degree,8,50% Evidence,2,0.24258828163146973
773,15,min_degree,8,50% Evidence,3,0.2492692470550537
774,15,min_degree,8,50% Evidence,4,0.24474835395812988
775,15,min_degree,8,50% Evidence,5,0.24557995796203613
776,15,min_degree,8,50% Evidence,6,0.24331235885620117
777,15,min_degree,8,50% Evidence,7,0.24370956420898438
778,15,min_degree,8,50% Evidence,8,0.24059772491455078
779,15,min_degree,8,50% Evidence,9,0.24088335037231445
780,15,min_degree,11,75% Evidence,0,0.2451944351196289
781,15,min_degree,11,75% Evidence,1,0.2461249828338623
782,15,min_degree,11,75% Evidence,2,0.2575101852416992
783,15,min_degree,11,75% Evidence,3,0.23824548721313477
784,15,min_degree,11,75% Evidence,4,0.23862576484680176
785,15,min_degree,11,75% Evidence,5,0.24245762825012207
786,15,min_degree,11,75% Evidence,6,0.240128755569458
787,15,min_degree,11,75% Evidence,7,0.24647927284240723
788,15,min_degree,11,75% Evidence,8,0.24272751808166504
789,15,min_degree,11,75% Evidence,9,0.24960923194885254
790,15,min_degree,14,Maximum Evidence,0,0.24028658866882324
791,15,min_degree,14,Maximum Evidence,1,0.2438971996307373
792,15,min_degree,14,Maximum Evidence,2,0.2397294044494629
793,15,min_degree,14,Maximum Evidence,3,0.24154353141784668
794,15,min_degree,14,Maximum Evidence,4,0.25584936141967773
795,15,min_degree,14,Maximum Evidence,5,0.2525782585144043
796,15,min_degree,14,Maximum Evidence,6,0.24994134902954102
797,15,min_degree,14,Maximum Evidence,7,0.2440323829650879
798,15,min_degree,14,Maximum Evidence,8,0.24483990669250488
799,15,min_degree,14,Maximum Evidence,9,0.24352693557739258
800,15,min_fill,1,Lowest Evidence,0,0.2695786952972412
801,15,min_fill,1,Lowest Evidence,1,0.270371675491333
802,15,min_fill,1,Lowest Evidence,2,0.2684190273284912
803,15,min_fill,1,Lowest Evidence,3,0.2671782970428467
804,15,min_fill,1,Lowest Evidence,4,0.2656111717224121
805,15,min_fill,1,Lowest Evidence,5,0.2653210163116455
806,15,min_fill,1,Lowest Evidence,6,0.25447583198547363
807,15,min_fill,1,Lowest Evidence,7,0.2664768695831299
808,15,min_fill,1,Lowest Evidence,8,0.26665306091308594
809,15,min_fill,1,Lowest Evidence,9,0.2710883617401123
810,15,min_fill,4,25% Evidence,0,0.26856565475463867
811,15,min_fill,4,25% Evidence,1,0.25998592376708984
812,15,min_fill,4,25% Evidence,2,0.26050806045532227
813,15,min_fill,4,25% Evidence,3,0.25411462783813477
814,15,min_fill,4,25% Evidence,4,0.2607460021972656
815,15,min_fill,4,25% Evidence,5,0.25043225288391113
816,15,min_fill,4,25% Evidence,6,0.25324225425720215
817,15,min_fill,4,25% Evidence,7,0.23905158042907715
818,15,min_fill,4,25% Evidence,8,0.2365705966949463
819,15,min_fill,4,25% Evidence,9,0.23654484748840332
820,15,min_fill,8,50% Evidence,0,0.24005842208862305
821,15,min_fill,8,50% Evidence,1,0.24680495262145996
822,15,min_fill,8,50% Evidence,2,0.24599719047546387
823,15,min_fill,8,50% Evidence,3,0.23870849609375
824,15,min_fill,8,50% Evidence,4,0.23015642166137695
825,15,min_fill,8,50% Evidence,5,0.23425745964050293
826,15,min_fill,8,50% Evidence,6,0.23236441612243652
827,15,min_fill,8,50% Evidence,7,0.2423551082611084
828,15,min_fill,8,50% Evidence,8,0.24870800971984863
829,15,min_fill,8,50% Evidence,9,0.25508975982666016
830,15,min_fill,11,75% Evidence,0,0.24467706680297852
831,15,min_fill,11,75% Evidence,1,0.24177193641662598
832,15,min_fill,11,75% Evidence,2,0.25844907760620117
833,15,min_fill,11,75% Evidence,3,0.2495584487915039
834,15,min_fill,11,75% Evidence,4,0.24875402450561523
835,15,min_fill,11,75% Evidence,5,0.2443535327911377
836,15,min_fill,11,75% Evidence,6,0.24273061752319336
837,15,min_fill,11,75% Evidence,7,0.23705315589904785
838,15,min_fill,11,75% Evidence,8,0.23497319221496582
839,15,min_fill,11,75% Evidence,9,0.23525714874267578
840,15,min_fill,14,Maximum Evidence,0,0.2372434139251709
841,15,min_fill,14,Maximum Evidence,1,0.2540283203125
842,15,min_fill,14,Maximum Evidence,2,0.24581623077392578
843,15,min_fill,14,Maximum Evidence,3,0.24361348152160645
844,15,min_fill,14,Maximum Evidence,4,0.23668169975280762
845,15,min_fill,14,Maximum Evidence,5,0.23696255683898926
846,15,min_fill,14,Maximum Evidence,6,0.23467803001403809
847,15,min_fill,14,Maximum Evidence,7,0.2330455780029297
848,15,min_fill,14,Maximum Evidence,8,0.23665761947631836
849,15,min_fill,14,Maximum Evidence,9,0.25245070457458496
850,15,random,1,Lowest Evidence,0,0.28317832946777344
851,15,random,1,Lowest Evidence,1,0.2731928825378418
852,15,random,1,Lowest Evidence,2,0.26265382766723633
853,15,random,1,Lowest Evidence,3,0.2682921886444092
854,15,random,1,Lowest Evidence,4,0.2706000804901123
855,15,random,1,Lowest Evidence,5,0.26639604568481445
856,15,random,1,Lowest Evidence,6,0.2672090530395508
857,15,random,1,Lowest Evidence,7,0.2574729919433594
858,15,random,1,Lowest Evidence,8,0.2651221752166748
859,15,random,1,Lowest Evidence,9,0.26714396476745605
860,15,random,4,25% Evidence,0,0.25034141540527344
861,15,random,4,25% Evidence,1,0.2527296543121338
862,15,random,4,25% Evidence,2,0.25332164764404297
863,15,random,4,25% Evidence,3,0.24993109703063965
864,15,random,4,25% Evidence,4,0.2550058364868164
865,15,random,4,25% Evidence,5,0.24772143363952637
866,15,random,4,25% Evidence,6,0.30880260467529297
867,15,random,4,25% Evidence,7,0.25664496421813965
868,15,random,4,25% Evidence,8,0.24909281730651855
869,15,random,4,25% Evidence,9,0.24569463729858398
870,15,random,8,50% Evidence,0,0.24649834632873535
871,15,random,8,50% Evidence,1,0.2459259033203125
872,15,random,8,50% Evidence,2,0.2461531162261963
873,15,random,8,50% Evidence,3,0.2649829387664795
874,15,random,8,50% Evidence,4,0.23598170280456543
875,15,random,8,50% Evidence,5,0.23392295837402344
876,15,random,8,50% Evidence,6,0.2555086612701416
877,15,random,8,50% Evidence,7,0.24256587028503418
878,15,random,8,50% Evidence,8,0.23827862739562988
879,15,random,8,50% Evidence,9,0.24661803245544434
880,15,random,11,75% Evidence,0,0.2503631114959717
881,15,random,11,75% Evidence,1,0.2546067237854004
882,15,random,11,75% Evidence,2,0.2635934352874756
883,15,random,11,75% Evidence,3,0.23566579818725586
884,15,random,11,75% Evidence,4,0.26517343521118164
885,15,random,11,75% Evidence,5,0.2594153881072998
886,15,random,11,75% Evidence,6,0.24893736839294434
887,15,random,11,75% Evidence,7,0.252488374710083
888,15,random,11,75% Evidence,8,0.24046874046325684
889,15,random,11,75% Evidence,9,0.23886370658874512
890,15,random,14,Maximum Evidence,0,0.25947117805480957
891,15,random,14,Maximum Evidence,1,0.23552179336547852
892,15,random,14,Maximum Evidence,2,0.22643780708312988
893,15,random,14,Maximum Evidence,3,0.2551143169403076
894,15,random,14,Maximum Evidence,4,0.23806071281433105
895,15,random,14,Maximum Evidence,5,0.24730849266052246
896,15,random,14,Maximum Evidence,6,0.24523353576660156
897,15,random,14,Maximum Evidence,7,0.25242137908935547
898,15,random,14,Maximum Evidence,8,0.24738025665283203
899,15,random,14,Maximum Evidence,9,0.2323002815246582
900,16,min_degree,1,Lowest Evidence,0,0.20955252647399902
901,16,min_degree,1,Lowest Evidence,1,0.21181988716125488
902,16,min_degree,1,Lowest Evidence,2,0.21011066436767578
903,16,min_degree,1,Lowest Evidence,3,0.21697545051574707
904,16,min_degree,1,Lowest Evidence,4,0.21355390548706055
905,16,min_degree,1,Lowest Evidence,5,0.21578407287597656
906,16,min_degree,1,Lowest Evidence,6,0.20569944381713867
907,16,min_degree,1,Lowest Evidence,7,0.2033524513244629
908,16,min_degree,1,Lowest Evidence,8,0.19998884201049805
909,16,min_degree,1,Lowest Evidence,9,0.20672011375427246
910,16,min_degree,4,25% Evidence,0,0.20656323432922363
911,16,min_degree,4,25% Evidence,1,0.21481060981750488
912,16,min_degree,4,25% Evidence,2,0.20395159721374512
913,16,min_degree,4,25% Evidence,3,0.20631980895996094
914,16,min_degree,4,25% Evidence,4,0.2133948802947998
915,16,min_degree,4,25% Evidence,5,0.20597410202026367
916,16,min_degree,4,25% Evidence,6,0.21328282356262207
917,16,min_degree,4,25% Evidence,7,0.19963955879211426
918,16,min_degree,4,25% Evidence,8,0.19991159439086914
919,16,min_degree,4,25% Evidence,9,0.20227885246276855
920,16,min_degree,8,50% Evidence,0,0.20330262184143066
921,16,min_degree,8,50% Evidence,1,0.21360230445861816
922,16,min_degree,8,50% Evidence,2,0.20935893058776855
923,16,min_degree,8,50% Evidence,3,0.22687911987304688
924,16,min_degree,8,50% Evidence,4,0.20435595512390137
925,16,min_degree,8,50% Evidence,5,0.19327831268310547
926,16,min_degree,8,50% Evidence,6,0.1952803134918213
927,16,min_degree,8,50% Evidence,7,0.19546151161193848
928,16,min_degree,8,50% Evidence,8,0.19547390937805176
929,16,min_degree,8,50% Evidence,9,0.1943199634552002
930,16,min_degree,12,75% Evidence,0,0.1946103572845459
931,16,min_degree,12,75% Evidence,1,0.1988060474395752
932,16,min_degree,12,75% Evidence,2,0.193373441696167
933,16,min_degree,12,75% Evidence,3,0.19369149208068848
934,16,min_degree,12,75% Evidence,4,0.19082283973693848
935,16,min_degree,12,75% Evidence,5,0.19741225242614746
936,16,min_degree,12,75% Evidence,6,0.1954364776611328
937,16,min_degree,12,75% Evidence,7,0.20232415199279785
938,16,min_degree,12,75% Evidence,8,0.19937729835510254
939,16,min_degree,12,75% Evidence,9,0.2093062400817871
940,16,min_degree,15,Maximum Evidence,0,0.22862768173217773
941,16,min_degree,15,Maximum Evidence,1,0.22678565979003906
942,16,min_degree,15,Maximum Evidence,2,0.2154250144958496
943,16,min_degree,15,Maximum Evidence,3,0.21636247634887695
944,16,min_degree,15,Maximum Evidence,4,0.22854280471801758
945,16,min_degree,15,Maximum Evidence,5,0.2819340229034424
946,16,min_degree,15,Maximum Evidence,6,0.2643446922302246
947,16,min_degree,15,Maximum Evidence,7,0.22665858268737793
948,16,min_degree,15,Maximum Evidence,8,0.2051706314086914
949,16,min_degree,15,Maximum Evidence,9,0.20126652717590332
950,16,min_fill,1,Lowest Evidence,0,0.23051691055297852
951,16,min_fill,1,Lowest Evidence,1,0.271592378616333
952,16,min_fill,1,Lowest Evidence,2,0.2549397945404053
953,16,min_fill,1,Lowest Evidence,3,0.23746204376220703
954,16,min_fill,1,Lowest Evidence,4,0.2285022735595703
955,16,min_fill,1,Lowest Evidence,5,0.2569577693939209
956,16,min_fill,1,Lowest Evidence,6,0.2840847969055176
957,16,min_fill,1,Lowest Evidence,7,0.23256206512451172
958,16,min_fill,1,Lowest Evidence,8,0.23637843132019043
959,16,min_fill,1,Lowest Evidence,9,0.23432040214538574
960,16,min_fill,4,25% Evidence,0,0.22815346717834473
961,16,min_fill,4,25% Evidence,1,0.22133255004882812
962,16,min_fill,4,25% Evidence,2,0.21885013580322266
